"","File","RelativePath","Folder","Date","Time","ImageQuality","DeleteFlag","Note","Chamber_1","Chamber_2","Chamber_3","Chamber_4","Frame","datetime"
"1","Affiliation 20191213 01___2019-12-13_09-38-49-5030-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:38:50","Ok",FALSE,"trial start","Right","Right","Right","Right",1,2019-12-13 09:38:50
"2","Affiliation 20191213 01___2019-12-13_09-38-54-5113-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:38:56","Ok",FALSE,"","Right","Right","Right","Right",2,2019-12-13 09:38:56
"3","Affiliation 20191213 01___2019-12-13_09-38-59-5005-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:00","Ok",FALSE,"","Right","Right","Right","Neutral",3,2019-12-13 09:39:00
"4","Affiliation 20191213 01___2019-12-13_09-39-04-5248-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:06","Ok",FALSE,"","Right","Right","Right","Unknown",4,2019-12-13 09:39:06
"5","Affiliation 20191213 01___2019-12-13_09-39-09-5011-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:10","Ok",FALSE,"","Right","Right","Right","Left",5,2019-12-13 09:39:10
"6","Affiliation 20191213 01___2019-12-13_09-39-14-5274-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:16","Ok",FALSE,"","Right","Right","Right","Left",6,2019-12-13 09:39:16
"7","Affiliation 20191213 01___2019-12-13_09-39-19-5187-07-00.jpg",NA,"12/13/2019",2019-12-12,"9:32:58","Ok",FALSE,"","Right","Right","Right","Left",7,2019-12-12 09:32:58
"8","Affiliation 20191213 01___2019-12-13_09-39-24-5250-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:26","Ok",FALSE,"","Right","Right","Right","Left",8,2019-12-13 09:39:26
"9","Affiliation 20191213 01___2019-12-13_09-39-29-5163-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:30","Ok",FALSE,"","Right","Right","Right","Left",9,2019-12-13 09:39:30
"10","Affiliation 20191213 01___2019-12-13_09-39-34-5105-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:36","Ok",FALSE,"","Right","Right","Right","Left",10,2019-12-13 09:39:36
"11","Affiliation 20191213 01___2019-12-13_09-39-39-5198-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:40","Ok",FALSE,"","Right","Right","Right","Left",11,2019-12-13 09:39:40
"12","Affiliation 20191213 01___2019-12-13_09-39-44-5081-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:46","Ok",FALSE,"","Right","Right","Right","Right",12,2019-12-13 09:39:46
"13","Affiliation 20191213 01___2019-12-13_09-39-49-5354-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:50","Ok",FALSE,"","Right","Right","Right","Left",13,2019-12-13 09:39:50
"14","Affiliation 20191213 01___2019-12-13_09-39-54-5147-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:39:56","Ok",FALSE,"","Right","Right","Right","Neutral",14,2019-12-13 09:39:56
"15","Affiliation 20191213 01___2019-12-13_09-39-59-5350-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:00","Ok",FALSE,"","Right","Right","Right","Neutral",15,2019-12-13 09:40:00
"16","Affiliation 20191213 01___2019-12-13_09-40-04-5273-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:06","Ok",FALSE,"","Right","Right","Right","Neutral",16,2019-12-13 09:40:06
"17","Affiliation 20191213 01___2019-12-13_09-40-09-5465-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:10","Ok",FALSE,"","Right","Right","Right","Neutral",17,2019-12-13 09:40:10
"18","Affiliation 20191213 01___2019-12-13_09-40-14-5268-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:16","Ok",FALSE,"","Right","Right","Right","Neutral",18,2019-12-13 09:40:16
"19","Affiliation 20191213 01___2019-12-13_09-40-19-5161-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:20","Ok",FALSE,"","Right","Right","Right","Neutral",19,2019-12-13 09:40:20
"20","Affiliation 20191213 01___2019-12-13_09-40-24-5424-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:26","Ok",FALSE,"","Right","Right","Right","Neutral",20,2019-12-13 09:40:26
"21","Affiliation 20191213 01___2019-12-13_09-40-29-5187-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:30","Ok",FALSE,"","Right","Right","Right","Neutral",21,2019-12-13 09:40:30
"22","Affiliation 20191213 01___2019-12-13_09-40-34-5080-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:36","Ok",FALSE,"","Right","Right","Right","Neutral",22,2019-12-13 09:40:36
"23","Affiliation 20191213 01___2019-12-13_09-40-39-5313-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:40","Ok",FALSE,"","Right","Right","Right","Neutral",23,2019-12-13 09:40:40
"24","Affiliation 20191213 01___2019-12-13_09-40-44-5105-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:46","Ok",FALSE,"","Right","Right","Neutral","Left",24,2019-12-13 09:40:46
"25","Affiliation 20191213 01___2019-12-13_09-40-49-5308-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:50","Ok",FALSE,"","Right","Right","Neutral","Left",25,2019-12-13 09:40:50
"26","Affiliation 20191213 01___2019-12-13_09-40-54-5081-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:40:56","Ok",FALSE,"","Right","Right","Neutral","Left",26,2019-12-13 09:40:56
"27","Affiliation 20191213 01___2019-12-13_09-40-59-5334-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:00","Ok",FALSE,"","Right","Right","Neutral","Left",27,2019-12-13 09:41:00
"28","Affiliation 20191213 01___2019-12-13_09-41-04-5237-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:06","Ok",FALSE,"","Right","Right","Left","Left",28,2019-12-13 09:41:06
"29","Affiliation 20191213 01___2019-12-13_09-41-09-5470-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:10","Ok",FALSE,"","Right","Right","Left","Left",29,2019-12-13 09:41:10
"30","Affiliation 20191213 01___2019-12-13_09-41-14-5263-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:16","Ok",FALSE,"","Right","Right","Left","Left",30,2019-12-13 09:41:16
"31","Affiliation 20191213 01___2019-12-13_09-41-19-5145-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:20","Ok",FALSE,"","Right","Right","Left","Left",31,2019-12-13 09:41:20
"32","Affiliation 20191213 01___2019-12-13_09-41-24-5378-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:26","Ok",FALSE,"","Right","Right","Left","Left",32,2019-12-13 09:41:26
"33","Affiliation 20191213 01___2019-12-13_09-41-29-5181-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:30","Ok",FALSE,"","Right","Right","Left","Left",33,2019-12-13 09:41:30
"34","Affiliation 20191213 01___2019-12-13_09-41-34-5094-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:36","Ok",FALSE,"","Right","Right","Left","Left",34,2019-12-13 09:41:36
"35","Affiliation 20191213 01___2019-12-13_09-41-39-5337-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:40","Ok",FALSE,"","Right","Right","Left","Left",35,2019-12-13 09:41:40
"36","Affiliation 20191213 01___2019-12-13_09-41-44-5100-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:46","Ok",FALSE,"","Right","Right","Left","Left",36,2019-12-13 09:41:46
"37","Affiliation 20191213 01___2019-12-13_09-41-49-5303-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:50","Ok",FALSE,"","Right","Right","Right","Left",37,2019-12-13 09:41:50
"38","Affiliation 20191213 01___2019-12-13_09-41-54-5265-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:41:56","Ok",FALSE,"","Right","Right","Right","Left",38,2019-12-13 09:41:56
"39","Affiliation 20191213 01___2019-12-13_09-41-59-5328-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:00","Ok",FALSE,"","Right","Right","Right","Left",39,2019-12-13 09:42:00
"40","Affiliation 20191213 01___2019-12-13_09-42-04-5231-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:06","Ok",FALSE,"","Right","Right","Right","Left",40,2019-12-13 09:42:06
"41","Affiliation 20191213 01___2019-12-13_09-42-09-5144-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:10","Ok",FALSE,"","Right","Right","Right","Left",41,2019-12-13 09:42:10
"42","Affiliation 20191213 01___2019-12-13_09-42-14-5247-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:16","Ok",FALSE,"","Right","Right","Right","Left",42,2019-12-13 09:42:16
"43","Affiliation 20191213 01___2019-12-13_09-42-19-5150-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:20","Ok",FALSE,"","Right","Right","Right","Left",43,2019-12-13 09:42:20
"44","Affiliation 20191213 01___2019-12-13_09-42-24-5523-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:26","Ok",FALSE,"","Right","Right","Right","Left",44,2019-12-13 09:42:26
"45","Affiliation 20191213 01___2019-12-13_09-42-29-5176-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:30","Ok",FALSE,"","Right","Right","Right","Left",45,2019-12-13 09:42:30
"46","Affiliation 20191213 01___2019-12-13_09-42-34-5408-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:36","Ok",FALSE,"","Right","Right","Right","Neutral",46,2019-12-13 09:42:36
"47","Affiliation 20191213 01___2019-12-13_09-42-39-5341-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:40","Ok",FALSE,"","Right","Right","Right","Right",47,2019-12-13 09:42:40
"48","Affiliation 20191213 01___2019-12-13_09-42-44-5384-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:46","Ok",FALSE,"","Right","Right","Right","Right",48,2019-12-13 09:42:46
"49","Affiliation 20191213 01___2019-12-13_09-42-49-5307-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:50","Ok",FALSE,"","Right","Right","Right","Right",49,2019-12-13 09:42:50
"50","Affiliation 20191213 01___2019-12-13_09-42-54-5250-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:42:56","Ok",FALSE,"","Right","Right","Neutral","Neutral",50,2019-12-13 09:42:56
"51","Affiliation 20191213 01___2019-12-13_09-42-59-5323-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:00","Ok",FALSE,"","Right","Right","Neutral","Left",51,2019-12-13 09:43:00
"52","Affiliation 20191213 01___2019-12-13_09-43-04-5226-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:06","Ok",FALSE,"","Right","Right","Left","Left",52,2019-12-13 09:43:06
"53","Affiliation 20191213 01___2019-12-13_09-43-09-5148-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:10","Ok",FALSE,"","Right","Right","Left","Right",53,2019-12-13 09:43:10
"54","Affiliation 20191213 01___2019-12-13_09-43-14-5261-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:16","Ok",FALSE,"","Right","Right","Left","Right",54,2019-12-13 09:43:16
"55","Affiliation 20191213 01___2019-12-13_09-43-19-5174-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:20","Ok",FALSE,"","Right","Right","Right","Right",55,2019-12-13 09:43:20
"56","Affiliation 20191213 01___2019-12-13_09-43-24-5397-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:26","Ok",FALSE,"","Right","Right","Right","Left",56,2019-12-13 09:43:26
"57","Affiliation 20191213 01___2019-12-13_09-43-29-5180-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:30","Ok",FALSE,"","Right","Right","Right","Left",57,2019-12-13 09:43:30
"58","Affiliation 20191213 01___2019-12-13_09-43-34-5403-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:36","Ok",FALSE,"","Neutral","Right","Neutral","Left",58,2019-12-13 09:43:36
"59","Affiliation 20191213 01___2019-12-13_09-43-39-5306-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:40","Ok",FALSE,"","Left","Right","Left","Left",59,2019-12-13 09:43:40
"60","Affiliation 20191213 01___2019-12-13_09-43-44-5568-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:46","Ok",FALSE,"","Left","Right","Left","Right",60,2019-12-13 09:43:46
"61","Affiliation 20191213 01___2019-12-13_09-43-49-5311-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:50","Ok",FALSE,"","Left","Right","Neutral","Right",61,2019-12-13 09:43:50
"62","Affiliation 20191213 01___2019-12-13_09-43-54-5224-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:43:56","Ok",FALSE,"","Neutral","Right","Neutral","Left",62,2019-12-13 09:43:56
"63","Affiliation 20191213 01___2019-12-13_09-43-59-5457-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:00","Ok",FALSE,"","Right","Right","Neutral","Left",63,2019-12-13 09:44:00
"64","Affiliation 20191213 01___2019-12-13_09-44-04-5250-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:06","Ok",FALSE,"","Right","Right","Neutral","Right",64,2019-12-13 09:44:06
"65","Affiliation 20191213 01___2019-12-13_09-44-09-5463-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:10","Ok",FALSE,"","Right","Right","Neutral","Right",65,2019-12-13 09:44:10
"66","Affiliation 20191213 01___2019-12-13_09-44-14-5406-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:16","Ok",FALSE,"","Neutral","Right","Right","Right",66,2019-12-13 09:44:16
"67","Affiliation 20191213 01___2019-12-13_09-44-19-5468-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:20","Ok",FALSE,"","Left","Right","Right","Left",67,2019-12-13 09:44:20
"68","Affiliation 20191213 01___2019-12-13_09-44-24-5411-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:26","Ok",FALSE,"","Neutral","Right","Right","Left",68,2019-12-13 09:44:26
"69","Affiliation 20191213 01___2019-12-13_09-44-29-5644-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:30","Ok",FALSE,"","Right","Right","Right","Right",69,2019-12-13 09:44:30
"70","Affiliation 20191213 01___2019-12-13_09-44-34-5397-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:36","Ok",FALSE,"","Neutral","Right","Neutral","Right",70,2019-12-13 09:44:36
"71","Affiliation 20191213 01___2019-12-13_09-44-39-5400-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:40","Ok",FALSE,"","Left","Right","Neutral","Right",71,2019-12-13 09:44:40
"72","Affiliation 20191213 01___2019-12-13_09-44-44-5533-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:46","Ok",FALSE,"","Left","Right","Neutral","Left",72,2019-12-13 09:44:46
"73","Affiliation 20191213 01___2019-12-13_09-44-49-5326-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:50","Ok",FALSE,"","Left","Right","Neutral","Right",73,2019-12-13 09:44:50
"74","Affiliation 20191213 01___2019-12-13_09-44-54-5218-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:44:56","Ok",FALSE,"","Left","Right","Left","Right",74,2019-12-13 09:44:56
"75","Affiliation 20191213 01___2019-12-13_09-44-59-5491-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:00","Ok",FALSE,"","Right","Right","Left","Left",75,2019-12-13 09:45:00
"76","Affiliation 20191213 01___2019-12-13_09-45-04-5244-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:06","Ok",FALSE,"","Neutral","Neutral","Left","Left",76,2019-12-13 09:45:06
"77","Affiliation 20191213 01___2019-12-13_09-45-09-5457-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:10","Ok",FALSE,"","Left","Left","Left","Right",77,2019-12-13 09:45:10
"78","Affiliation 20191213 01___2019-12-13_09-45-14-5380-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:16","Ok",FALSE,"","Left","Right","Left","Right",78,2019-12-13 09:45:16
"79","Affiliation 20191213 01___2019-12-13_09-45-19-5453-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:20","Ok",FALSE,"","Right","Right","Left","Left",79,2019-12-13 09:45:20
"80","Affiliation 20191213 01___2019-12-13_09-45-24-5376-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:26","Ok",FALSE,"","Right","Right","Left","Left",80,2019-12-13 09:45:26
"81","Affiliation 20191213 01___2019-12-13_09-45-29-5308-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:30","Ok",FALSE,"","Right","Right","Left","Right",81,2019-12-13 09:45:30
"82","Affiliation 20191213 01___2019-12-13_09-45-34-5411-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:36","Ok",FALSE,"","Right","Right","Left","Left",82,2019-12-13 09:45:36
"83","Affiliation 20191213 01___2019-12-13_09-45-39-5324-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:40","Ok",FALSE,"","Neutral","Right","Left","Left",83,2019-12-13 09:45:40
"84","Affiliation 20191213 01___2019-12-13_09-45-44-5537-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:46","Ok",FALSE,"","Left","Left","Left","Right",84,2019-12-13 09:45:46
"85","Affiliation 20191213 01___2019-12-13_09-45-49-5330-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:50","Ok",FALSE,"","Neutral","Left","Left","Left",85,2019-12-13 09:45:50
"86","Affiliation 20191213 01___2019-12-13_09-45-54-5563-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:45:56","Ok",FALSE,"","Right","Left","Left","Right",86,2019-12-13 09:45:56
"87","Affiliation 20191213 01___2019-12-13_09-45-59-5486-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:00","Ok",FALSE,"","Right","Left","Neutral","Right",87,2019-12-13 09:46:00
"88","Affiliation 20191213 01___2019-12-13_09-46-04-5539-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:06","Ok",FALSE,"","Right","Left","Right","Right",88,2019-12-13 09:46:06
"89","Affiliation 20191213 01___2019-12-13_09-46-09-5481-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:10","Ok",FALSE,"","Right","Neutral","Right","Right",89,2019-12-13 09:46:10
"90","Affiliation 20191213 01___2019-12-13_09-46-14-5404-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:16","Ok",FALSE,"","Right","Left","Right","Left",90,2019-12-13 09:46:16
"91","Affiliation 20191213 01___2019-12-13_09-46-19-5457-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:20","Ok",FALSE,"","Neutral","Left","Right","Right",91,2019-12-13 09:46:20
"92","Affiliation 20191213 01___2019-12-13_09-46-24-5370-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:26","Ok",FALSE,"","Left","Right","Right","Right",92,2019-12-13 09:46:26
"93","Affiliation 20191213 01___2019-12-13_09-46-29-5293-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:30","Ok",FALSE,"","Left","Right","Right","Left",93,2019-12-13 09:46:30
"94","Affiliation 20191213 01___2019-12-13_09-46-34-5386-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:36","Ok",FALSE,"","Right","Right","Neutral","Right",94,2019-12-13 09:46:36
"95","Affiliation 20191213 01___2019-12-13_09-46-39-5279-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:40","Ok",FALSE,"","Right","Right","Neutral","Left",95,2019-12-13 09:46:40
"96","Affiliation 20191213 01___2019-12-13_09-46-44-5571-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:46","Ok",FALSE,"","Right","Right","Left","Right",96,2019-12-13 09:46:46
"97","Affiliation 20191213 01___2019-12-13_09-46-49-5324-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:50","Ok",FALSE,"","Right","Right","Left","Left",97,2019-12-13 09:46:50
"98","Affiliation 20191213 01___2019-12-13_09-46-54-5557-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:46:56","Ok",FALSE,"","Left","Right","Left","Right",98,2019-12-13 09:46:56
"99","Affiliation 20191213 01___2019-12-13_09-46-59-5480-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:00","Ok",FALSE,"","Left","Right","Left","Right",99,2019-12-13 09:47:00
"100","Affiliation 20191213 01___2019-12-13_09-47-04-5693-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:06","Ok",FALSE,"","Left","Right","Neutral","Left",100,2019-12-13 09:47:06
"101","Affiliation 20191213 01___2019-12-13_09-47-09-5476-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:10","Ok",FALSE,"","Left","Right","Right","Right",101,2019-12-13 09:47:10
"102","Affiliation 20191213 01___2019-12-13_09-47-14-5369-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:16","Ok",FALSE,"","Right","Right","Right","Left",102,2019-12-13 09:47:16
"103","Affiliation 20191213 01___2019-12-13_09-47-19-5601-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:20","Ok",FALSE,"","Right","Right","Right","Left",103,2019-12-13 09:47:20
"104","Affiliation 20191213 01___2019-12-13_09-47-24-5394-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:26","Ok",FALSE,"","Right","Right","Right","Left",104,2019-12-13 09:47:26
"105","Affiliation 20191213 01___2019-12-13_09-47-29-5297-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:30","Ok",FALSE,"","Right","Right","Right","Right",105,2019-12-13 09:47:30
"106","Affiliation 20191213 01___2019-12-13_09-47-34-5560-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:36","Ok",FALSE,"","Right","Right","Right","Left",106,2019-12-13 09:47:36
"107","Affiliation 20191213 01___2019-12-13_09-47-39-5313-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:40","Ok",FALSE,"","Neutral","Right","Right","Left",107,2019-12-13 09:47:40
"108","Affiliation 20191213 01___2019-12-13_09-47-44-5526-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:46","Ok",FALSE,"","Left","Right","Right","Left",108,2019-12-13 09:47:46
"109","Affiliation 20191213 01___2019-12-13_09-47-49-5789-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:50","Ok",FALSE,"","Left","Left","Right","Left",109,2019-12-13 09:47:50
"110","Affiliation 20191213 01___2019-12-13_09-47-54-5531-07-00.jpg",NA,"12/13/2019",2019-12-13,"9:47:56","Ok",FALSE,"","Left","Left","Right","Left",110,2019-12-13 09:47:56
